Seedling_ID,ID2,Elev,Genotype,Micro,Needle_age,Prev_trmt,Trmt_2,Measurement,Date,Time,Fo,Fv,Fm,Fv/Fm,Fv/Fo
25,b,high,h,uninoc,old,mod,heat,rec2,Jul/07/2025,13:16:32,96,100,196,0.51,1.041
26,a,low,k,uninoc,new,mod,heat,rec2,Jul/07/2025,13:16:46,252,256,508,0.503,1.015
26,b,low,k,uninoc,old,mod,heat,rec2,Jul/07/2025,13:16:54,163,518,681,0.76,3.177
27,a,high,i,uninoc,new,mod,heat,rec2,Jul/07/2025,13:17:03,200,492,692,0.71,2.46
27,b,high,i,uninoc,old,mod,heat,rec2,Jul/07/2025,13:17:11,238,340,578,0.588,1.428
28,a,low,k,inoc,new,mod,heat,rec2,Jul/07/2025,13:17:23,214,261,475,0.549,1.219
28,b,low,k,inoc,old,mod,heat,rec2,Jul/07/2025,13:17:31,259,258,517,0.499,0.996
48,a,low,k,uninoc,new,control,heat,rec2,Jul/07/2025,13:17:40,303,458,761,0.601,1.511
48,b,low,k,uninoc,old,control,heat,rec2,Jul/07/2025,13:17:53,225,628,853,0.736,2.791
49,a,low,k,inoc,new,control,heat,rec2,Jul/07/2025,13:18:02,452,351,803,0.437,0.776
49,b,low,k,inoc,old,control,heat,rec2,Jul/07/2025,13:18:10,330,627,957,0.655,1.9
50,a,low,k,uninoc,new,control,heat,rec2,Jul/07/2025,13:18:23,177,218,395,0.551,1.231
50,b,low,k,uninoc,old,control,heat,rec2,Jul/07/2025,13:18:33,184,242,426,0.568,1.315
51,a,high,i,inoc,new,control,heat,rec2,Jul/07/2025,13:18:43,244,461,705,0.653,1.889
51,b,high,i,inoc,old,control,heat,rec2,Jul/07/2025,13:18:53,139,592,731,0.809,4.258
52,a,low,k,uninoc,old,control,heat,rec2,Jul/07/2025,13:19:03,230,218,448,0.486,0.947
52,b,low,k,uninoc,old,control,heat,rec2,Jul/07/2025,13:19:12,240,770,1010,0.762,3.208
53,a,low,k,uninoc,new,control,heat,rec2,Jul/07/2025,13:19:20,184,453,637,0.711,2.461
53,b,low,k,uninoc,old,control,heat,rec2,Jul/07/2025,13:19:29,124,345,469,0.735,2.782
54,a,high,g,uninoc,new,control,heat,rec2,Jul/07/2025,13:19:39,359,482,841,0.573,1.342
54,b,high,g,uninoc,old,control,heat,rec2,Jul/07/2025,13:19:49,268,417,685,0.608,1.555
55,a,high,h,uninoc,new,control,heat,rec2,Jul/07/2025,13:19:59,276,336,612,0.549,1.217
55,b,high,h,uninoc,old,control,heat,rec2,Jul/07/2025,13:20:10,221,710,931,0.762,3.212
56,a,low,m,inoc,old,control,heat,rec2,Jul/07/2025,13:20:22,196,427,623,0.685,2.178
56,b,low,m,inoc,old,control,heat,rec2,Jul/07/2025,13:20:31,177,335,512,0.654,1.892
57,a,high,g,uninoc,old,control,heat,rec2,Jul/07/2025,13:20:40,232,83,315,0.263,0.357
57,b,high,g,uninoc,old,control,heat,rec2,Jul/07/2025,13:20:48,201,252,453,0.556,1.253
1,a,high,g,uninoc,old,high,control,rec7,Jul/11/2025,14:09:11,234,872,1106,0.788,3.726
1,b,high,g,uninoc,old,high,control,rec7,Jul/11/2025,14:09:18,141,444,585,0.758,3.148
2,a,high,h,inoc,new,high,control,rec7,Jul/11/2025,14:09:30,187,599,786,0.762,3.203
2,b,high,h,inoc,new,high,control,rec7,Jul/11/2025,14:09:38,165,682,847,0.805,4.133
3,a,low,k,uninoc,old,high,control,rec7,Jul/11/2025,14:09:48,162,663,825,0.803,4.092
3,b,low,k,uninoc,old,high,control,rec7,Jul/11/2025,14:09:58,87,340,427,0.796,3.908
4,a,low,k,uninoc,new,high,control,rec7,Jul/11/2025,14:10:10,201,500,701,0.713,2.487
4,b,low,k,uninoc,old,high,control,rec7,Jul/11/2025,14:10:19,177,745,922,0.808,4.209
5,a,high,g,uninoc,new,high,control,rec7,Jul/11/2025,14:10:28,149,491,640,0.767,3.295
5,b,high,g,uninoc,old,high,control,rec7,Jul/11/2025,14:10:40,83,406,489,0.83,4.891
6,a,high,h,uninoc,old,high,control,rec7,Jul/11/2025,14:10:50,105,371,476,0.779,3.533
6,b,high,h,uninoc,new,high,control,rec7,Jul/11/2025,14:10:59,198,866,1064,0.813,4.373
7,a,low,k,uninoc,new,high,control,rec7,Jul/11/2025,14:11:13,206,642,848,0.757,3.116
7,b,low,k,uninoc,old,high,control,rec7,Jul/11/2025,14:11:23,151,637,788,0.808,4.218
8,a,high,h,uninoc,new,high,control,rec7,Jul/11/2025,14:11:31,185,636,821,0.774,3.437
8,b,high,h,uninoc,old,high,control,rec7,Jul/11/2025,14:11:40,216,968,1184,0.817,4.481
9,a,low,k,uninoc,new,high,control,rec7,Jul/11/2025,14:11:49,228,632,860,0.734,2.771
9,b,low,k,uninoc,old,high,control,rec7,Jul/11/2025,14:12:00,58,182,240,0.758,3.137
10,a,high,h,inoc,new,high,control,rec7,Jul/11/2025,14:12:11,95,379,474,0.799,3.989
10,b,high,h,inoc,new,high,control,rec7,Jul/11/2025,14:12:21,123,542,665,0.815,4.406
11,a,high,j,uninoc,new,high,heat,rec7,Jul/11/2025,14:12:30,194,739,933,0.792,3.809
11,b,high,j,uninoc,old,high,heat,rec7,Jul/11/2025,14:12:40,73,176,249,0.706,2.41
12,a,low,k,inoc,new,high,heat,rec7,Jul/11/2025,14:12:50,132,141,273,0.516,1.068
12,b,low,k,inoc,old,high,heat,rec7,Jul/11/2025,14:13:01,113,376,489,0.768,3.327
13,a,low,k,uninoc,new,high,heat,rec7,Jul/11/2025,14:13:12,102,164,266,0.616,1.607
13,b,low,k,uninoc,old,high,heat,rec7,Jul/11/2025,14:13:23,223,863,1086,0.794,3.869
14,a,low,k,inoc,new,high,heat,rec7,Jul/11/2025,14:13:32,214,483,697,0.692,2.257
14,b,low,k,inoc,old,high,heat,rec7,Jul/11/2025,14:13:41,64,315,379,0.831,4.921
15,a,low,k,uninoc,new,high,heat,rec7,Jul/11/2025,14:13:51,142,371,513,0.723,2.612
15,b,low,k,uninoc,old,high,heat,rec7,Jul/11/2025,14:13:59,106,351,457,0.768,3.311
16,a,high,i,inoc,new,high,heat,rec7,Jul/11/2025,14:14:12,192,909,1101,0.825,4.734
16,b,high,i,inoc,old,high,heat,rec7,Jul/11/2025,14:14:24,143,659,802,0.821,4.608
17,a,low,k,uninoc,new,high,heat,rec7,Jul/11/2025,14:14:33,94,220,314,0.7,2.34
17,b,low,k,uninoc,old,high,heat,rec7,Jul/11/2025,14:14:44,139,514,653,0.787,3.697
18,a,high,g,uninoc,new,high,heat,rec7,Jul/11/2025,14:14:54,92,338,430,0.786,3.673
18,b,high,g,uninoc,old,high,heat,rec7,Jul/11/2025,14:15:03,147,583,730,0.798,3.965
19,a,low,h,inoc,new,high,heat,rec7,Jul/11/2025,14:15:14,154,290,444,0.653,1.883
19,b,low,h,inoc,old,high,heat,rec7,Jul/11/2025,14:15:23,97,44,141,0.312,0.453
20,a,high,g,uninoc,old,mod,heat,rec7,Jul/11/2025,14:15:53,108,250,358,0.698,2.314
20,b,high,g,uninoc,old,mod,heat,rec7,Jul/11/2025,14:16:05,110,239,349,0.684,2.172
21,a,high,h,uninoc,old,mod,heat,rec7,Jul/11/2025,14:16:14,69,169,238,0.71,2.449
21,b,high,h,uninoc,old,mod,heat,rec7,Jul/11/2025,14:16:23,157,279,436,0.639,1.777
22,a,high,h,inoc,new,mod,heat,rec7,Jul/11/2025,14:16:36,171,623,794,0.784,3.643
22,b,high,h,inoc,old,mod,heat,rec7,Jul/11/2025,14:16:46,62,203,265,0.766,3.274
23,a,high,j,uninoc,new,mod,heat,rec7,Jul/11/2025,14:16:59,125,43,168,0.255,0.344
23,b,high,j,uninoc,old,mod,heat,rec7,Jul/11/2025,14:17:10,195,672,867,0.775,3.446
24,a,high,i,inoc,new,mod,heat,rec7,Jul/11/2025,14:17:20,53,206,259,0.795,3.886
24,b,high,i,inoc,new,mod,heat,rec7,Jul/11/2025,14:17:29,111,365,476,0.766,3.288
25,a,high,h,uninoc,new,mod,heat,rec7,Jul/11/2025,14:17:39,236,735,971,0.756,3.114
25,b,high,h,uninoc,old,mod,heat,rec7,Jul/11/2025,14:18:01,86,238,324,0.734,2.767
26,a,low,k,uninoc,new,mod,heat,rec7,Jul/11/2025,14:18:10,215,458,673,0.68,2.13
26,b,low,k,uninoc,old,mod,heat,rec7,Jul/11/2025,14:18:21,89,157,246,0.638,1.764
27,a,high,i,uninoc,new,mod,heat,rec7,Jul/11/2025,14:18:30,164,662,826,0.801,4.036
27,b,high,i,uninoc,old,mod,heat,rec7,Jul/11/2025,14:18:56,130,172,302,0.569,1.323
28,a,low,k,inoc,new,mod,heat,rec7,Jul/11/2025,14:19:13,152,404,556,0.726,2.657
28,b,low,k,inoc,old,mod,heat,rec7,Jul/11/2025,14:19:22,194,440,634,0.694,2.268
29,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:19:31,197,425,622,0.683,2.157
29,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:19:39,124,489,613,0.797,3.943
30,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:19:51,130,370,500,0.74,2.846
30,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:19:59,106,464,570,0.814,4.377
31,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:20:10,187,708,895,0.791,3.786
31,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:20:21,144,460,604,0.761,3.194
32,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:20:31,84,180,264,0.681,2.142
32,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:20:38,126,455,581,0.783,3.611
33,a,low,l,inoc,new,mod,control,rec7,Jul/11/2025,14:20:47,263,384,647,0.593,1.46
33,b,low,l,inoc,old,mod,control,rec7,Jul/11/2025,14:20:55,126,272,398,0.683,2.158
34,a,high,j,uninoc,old,mod,control,rec7,Jul/11/2025,14:21:04,70,260,330,0.787,3.714
34,b,high,j,uninoc,old,mod,control,rec7,Jul/11/2025,14:21:15,77,49,126,0.388,0.636
35,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:21:28,226,599,825,0.726,2.65
35,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:21:36,209,741,950,0.78,3.545
36,a,high,g,uninoc,new,mod,control,rec7,Jul/11/2025,14:21:45,193,489,682,0.717,2.533
36,b,high,g,uninoc,old,mod,control,rec7,Jul/11/2025,14:21:56,64,295,359,0.821,4.609
37,a,low,k,uninoc,new,mod,control,rec7,Jul/11/2025,14:22:08,189,522,711,0.734,2.761
37,b,low,k,uninoc,old,mod,control,rec7,Jul/11/2025,14:22:19,247,759,1006,0.754,3.072
38,a,high,h,inoc,new,control,control,rec7,Jul/11/2025,14:22:29,218,922,1140,0.808,4.229
38,b,high,h,inoc,old,control,control,rec7,Jul/11/2025,14:22:38,162,711,873,0.814,4.388
39,a,high,j,inoc,new,control,control,rec7,Jul/11/2025,14:22:51,218,740,958,0.772,3.394
39,b,high,j,inoc,old,control,control,rec7,Jul/11/2025,14:23:03,229,851,1080,0.787,3.716
40,a,low,n,inoc,new,control,control,rec7,Jul/11/2025,14:23:12,228,577,805,0.716,2.53
40,b,low,n,inoc,old,control,control,rec7,Jul/11/2025,14:23:23,65,175,240,0.729,2.692
41,a,low,k,uninoc,new,control,control,rec7,Jul/11/2025,14:23:37,60,108,168,0.642,1.8
41,b,low,k,uninoc,old,control,control,rec7,Jul/11/2025,14:23:46,131,517,648,0.797,3.946
42,a,high,g,uninoc,new,control,control,rec7,Jul/11/2025,14:24:00,58,143,201,0.711,2.465
42,b,high,g,uninoc,old,control,control,rec7,Jul/11/2025,14:24:10,155,608,763,0.796,3.922
43,a,high,h,uninoc,old,control,control,rec7,Jul/11/2025,14:24:21,98,451,549,0.821,4.602
43,b,high,h,uninoc,old,control,control,rec7,Jul/11/2025,14:24:33,232,824,1056,0.78,3.551
44,a,high,h,uninoc,old,control,control,rec7,Jul/11/2025,14:24:46,196,545,741,0.735,2.78
44,b,high,h,uninoc,old,control,control,rec7,Jul/11/2025,14:24:54,248,931,1179,0.789,3.754
45,a,low,k,uninoc,new,control,control,rec7,Jul/11/2025,14:25:04,157,374,531,0.704,2.382
45,b,low,k,uninoc,old,control,control,rec7,Jul/11/2025,14:25:14,79,170,249,0.682,2.151
46,a,low,k,uninoc,new,control,control,rec7,Jul/11/2025,14:25:45,45,32,77,0.415,0.711
46,b,low,k,uninoc,old,control,control,rec7,Jul/11/2025,14:25:56,74,200,274,0.729,2.702
47,a,high,j,uninoc,old,control,control,rec7,Jul/11/2025,14:26:22,104,130,234,0.555,1.25
47,b,high,j,uninoc,old,control,control,rec7,Jul/11/2025,14:26:30,183,496,679,0.73,2.71
48,a,low,k,uninoc,new,control,heat,rec7,Jul/11/2025,14:26:46,185,424,609,0.696,2.291
48,b,low,k,uninoc,old,control,heat,rec7,Jul/11/2025,14:26:56,213,826,1039,0.794,3.877
49,a,low,k,inoc,new,control,heat,rec7,Jul/11/2025,14:27:05,141,49,190,0.257,0.347
49,b,low,k,inoc,old,control,heat,rec7,Jul/11/2025,14:27:18,216,500,716,0.698,2.314
50,a,low,k,uninoc,new,control,heat,rec7,Jul/11/2025,14:27:31,158,561,719,0.78,3.55
50,b,low,k,uninoc,old,control,heat,rec7,Jul/11/2025,14:27:40,80,344,424,0.811,4.3
51,a,high,i,inoc,new,control,heat,rec7,Jul/11/2025,14:27:50,51,123,174,0.706,2.411
51,b,high,i,inoc,old,control,heat,rec7,Jul/11/2025,14:27:58,139,506,645,0.784,3.64
52,a,low,k,uninoc,old,control,heat,rec7,Jul/11/2025,14:28:07,155,426,581,0.733,2.748
52,b,low,k,uninoc,old,control,heat,rec7,Jul/11/2025,14:28:17,121,405,526,0.769,3.347
53,a,low,k,uninoc,new,control,heat,rec7,Jul/11/2025,14:28:27,293,678,971,0.698,2.313
53,b,low,k,uninoc,old,control,heat,rec7,Jul/11/2025,14:28:37,175,130,305,0.426,0.742
54,a,high,g,uninoc,new,control,heat,rec7,Jul/11/2025,14:28:46,157,362,519,0.697,2.305
54,b,high,g,uninoc,old,control,heat,rec7,Jul/11/2025,14:28:54,196,489,685,0.713,2.494
55,a,high,h,uninoc,new,control,heat,rec7,Jul/11/2025,14:29:03,185,503,688,0.731,2.718
55,b,high,h,uninoc,old,control,heat,rec7,Jul/11/2025,14:29:11,137,374,511,0.731,2.729
56,a,low,m,inoc,old,control,heat,rec7,Jul/11/2025,14:29:19,62,130,192,0.677,2.096
56,b,low,m,inoc,old,control,heat,rec7,Jul/11/2025,14:29:30,208,327,535,0.611,1.572
57,a,high,g,uninoc,old,control,heat,rec7,Jul/11/2025,14:30:13,66,91,157,0.579,1.378
57,b,high,g,uninoc,old,control,heat,rec7,Jul/11/2025,14:30:22,141,37,178,0.207,0.262
