Seedling_ID,ID2,Elev,Genotype,Micro,Needle_age,Prev_trmt,Trmt_2,Measurement,Date,Time,Fo,Fv,Fm,Fv/Fm,Fv/Fo
49,b,low,k,inoc,old,control,heat,5,Jul/05/2025,13:36:37,336,246,582,0.422,0.732
50,a,low,k,uninoc,new,control,heat,5,Jul/05/2025,13:36:47,347,91,438,0.207,0.262
50,b,low,k,uninoc,old,control,heat,5,Jul/05/2025,13:36:57,329,291,620,0.469,0.884
51,a,high,i,inoc,new,control,heat,5,Jul/05/2025,13:37:09,487,179,666,0.268,0.367
51,b,high,i,inoc,old,control,heat,5,Jul/05/2025,13:37:26,179,308,487,0.632,1.72
52,a,low,k,uninoc,old,control,heat,5,Jul/05/2025,13:38:06,376,335,711,0.471,0.89
52,b,low,k,uninoc,old,control,heat,5,Jul/05/2025,13:38:15,248,560,808,0.693,2.258
53,a,low,k,uninoc,new,control,heat,5,Jul/05/2025,13:38:25,79,56,135,0.414,0.708
53,b,low,k,uninoc,old,control,heat,5,Jul/05/2025,13:38:40,114,168,282,0.595,1.473
54,a,high,g,uninoc,new,control,heat,5,Jul/05/2025,13:38:53,70,6,76,0.078,0.085
54,b,high,g,uninoc,old,control,heat,5,Jul/05/2025,13:39:07,133,95,228,0.416,0.714
55,a,high,h,uninoc,new,control,heat,5,Jul/05/2025,13:39:32,555,4,559,0.007,0.007
55,b,high,h,uninoc,old,control,heat,5,Jul/05/2025,13:39:47,580,274,854,0.32,0.472
56,a,low,m,inoc,old,control,heat,5,Jul/05/2025,13:39:57,293,271,564,0.48,0.924
56,b,low,m,inoc,old,control,heat,5,Jul/05/2025,13:40:08,216,288,504,0.571,1.333
57,a,high,g,uninoc,old,control,heat,5,Jul/05/2025,13:40:17,429,244,673,0.362,0.568
57,b,high,g,uninoc,old,control,heat,5,Jul/05/2025,13:40:26,287,208,495,0.42,0.724
11,a,high,j,uninoc,new,high,heat,6,Jul/05/2025,14:32:23,317,453,770,0.588,1.429
11,b,high,j,uninoc,old,high,heat,6,Jul/05/2025,14:32:31,299,195,494,0.394,0.652
12,a,low,k,inoc,new,high,heat,6,Jul/05/2025,14:32:54,305,112,417,0.268,0.367
12,b,low,k,inoc,old,high,heat,6,Jul/05/2025,14:33:17,128,163,291,0.56,1.273
13,a,low,k,uninoc,new,high,heat,6,Jul/05/2025,14:33:27,268,524,792,0.661,1.955
13,b,low,k,uninoc,old,high,heat,6,Jul/05/2025,14:33:35,293,426,719,0.592,1.453
14,a,low,k,inoc,new,high,heat,6,Jul/05/2025,14:33:46,492,256,748,0.342,0.52
14,b,low,k,inoc,old,high,heat,6,Jul/05/2025,14:33:54,223,217,440,0.493,0.973
15,a,low,k,uninoc,new,high,heat,6,Jul/05/2025,14:34:04,226,92,318,0.289,0.407
15,b,low,k,uninoc,old,high,heat,6,Jul/05/2025,14:34:15,134,204,338,0.603,1.522
16,a,high,i,inoc,new,high,heat,6,Jul/05/2025,14:34:28,277,483,760,0.635,1.743
16,b,high,i,inoc,old,high,heat,6,Jul/05/2025,14:34:45,210,39,249,0.156,0.185
17,a,low,k,uninoc,new,high,heat,6,Jul/05/2025,14:35:06,292,32,324,0.098,0.109
17,b,low,k,uninoc,old,high,heat,6,Jul/05/2025,14:35:15,339,161,500,0.322,0.474
18,a,high,g,uninoc,new,high,heat,6,Jul/05/2025,14:35:26,207,214,421,0.508,1.033
18,b,high,g,uninoc,old,high,heat,6,Jul/05/2025,14:35:36,212,338,550,0.614,1.594
19,a,low,h,inoc,new,high,heat,6,Jul/05/2025,14:35:48,316,43,359,0.119,0.136
19,b,low,h,inoc,old,high,heat,6,Jul/05/2025,14:36:00,150,128,278,0.46,0.853
20,a,high,g,uninoc,old,mod,heat,6,Jul/05/2025,14:36:22,206,356,562,0.633,1.728
20,b,high,g,uninoc,old,mod,heat,6,Jul/05/2025,14:36:30,149,181,330,0.548,1.214
21,a,high,h,uninoc,old,mod,heat,6,Jul/05/2025,14:36:42,252,259,511,0.506,1.027
21,b,high,h,uninoc,old,mod,heat,6,Jul/05/2025,14:36:52,558,269,827,0.325,0.482
22,a,high,h,inoc,new,mod,heat,6,Jul/05/2025,14:37:02,458,129,587,0.219,0.281
22,b,high,h,inoc,old,mod,heat,6,Jul/05/2025,14:37:12,745,202,947,0.213,0.271
23,a,high,j,uninoc,new,mod,heat,6,Jul/05/2025,14:37:25,442,154,596,0.258,0.348
23,b,high,j,uninoc,old,mod,heat,6,Jul/05/2025,14:37:39,377,475,852,0.557,1.259
24,a,high,i,inoc,new,mod,heat,6,Jul/05/2025,14:37:53,745,160,905,0.176,0.214
24,b,high,i,inoc,new,mod,heat,6,Jul/05/2025,14:38:05,288,610,898,0.679,2.118
25,a,high,h,uninoc,new,mod,heat,6,Jul/05/2025,14:38:16,430,146,576,0.253,0.339
25,b,high,h,uninoc,old,mod,heat,6,Jul/05/2025,14:38:26,123,117,240,0.487,0.951
26,a,low,k,uninoc,new,mod,heat,6,Jul/05/2025,14:38:45,151,80,231,0.346,0.529
26,b,low,k,uninoc,old,mod,heat,6,Jul/05/2025,14:38:55,158,430,588,0.731,2.721
27,a,high,i,uninoc,new,mod,heat,6,Jul/05/2025,14:39:17,373,104,477,0.218,0.278
27,b,high,i,uninoc,old,mod,heat,6,Jul/05/2025,14:39:27,298,477,775,0.615,1.6
28,a,low,k,inoc,new,mod,heat,6,Jul/05/2025,14:39:36,277,114,391,0.291,0.411
28,b,low,k,inoc,old,mod,heat,6,Jul/05/2025,14:39:47,452,170,622,0.273,0.376
48,a,low,k,uninoc,new,control,heat,6,Jul/05/2025,14:39:58,666,6,672,0.008,0.009
48,b,low,k,uninoc,old,control,heat,6,Jul/05/2025,14:40:10,256,226,482,0.468,0.882
49,a,low,k,inoc,new,control,heat,6,Jul/05/2025,14:40:21,366,188,554,0.339,0.513
49,b,low,k,inoc,old,control,heat,6,Jul/05/2025,14:40:36,333,220,553,0.397,0.66
50,a,low,k,uninoc,new,control,heat,6,Jul/05/2025,14:40:52,357,64,421,0.152,0.179
50,b,low,k,uninoc,old,control,heat,6,Jul/05/2025,14:41:02,205,375,580,0.646,1.829
51,a,high,i,inoc,new,control,heat,6,Jul/05/2025,14:41:12,393,80,473,0.169,0.203
51,b,high,i,inoc,old,control,heat,6,Jul/05/2025,14:41:21,97,148,245,0.604,1.525
52,a,low,k,uninoc,old,control,heat,6,Jul/05/2025,14:41:38,406,325,731,0.444,0.8
52,b,low,k,uninoc,old,control,heat,6,Jul/05/2025,14:41:47,251,498,749,0.664,1.984
53,a,low,k,uninoc,new,control,heat,6,Jul/05/2025,14:41:59,457,356,813,0.437,0.778
53,b,low,k,uninoc,old,control,heat,6,Jul/05/2025,14:42:10,121,115,236,0.487,0.95
54,a,high,g,uninoc,new,control,heat,6,Jul/05/2025,14:42:59,409,121,530,0.228,0.295
54,b,high,g,uninoc,old,control,heat,6,Jul/05/2025,14:43:08,123,21,144,0.145,0.17
55,a,high,h,uninoc,new,control,heat,6,Jul/05/2025,14:43:18,554,0,554,0,0
55,b,high,h,uninoc,old,control,heat,6,Jul/05/2025,14:43:31,642,191,833,0.229,0.297
56,a,low,m,inoc,old,control,heat,6,Jul/05/2025,14:43:44,228,220,448,0.491,0.964
56,b,low,m,inoc,old,control,heat,6,Jul/05/2025,14:43:52,342,251,593,0.423,0.733
57,a,high,g,uninoc,old,control,heat,6,Jul/05/2025,14:44:02,442,185,627,0.295,0.418
57,b,high,g,uninoc,old,control,heat,6,Jul/05/2025,14:44:12,299,178,477,0.373,0.595
11,a,high,j,uninoc,new,high,heat,7,Jul/05/2025,15:30:01,364,357,721,0.495,0.98
11,b,high,j,uninoc,old,high,heat,7,Jul/05/2025,15:30:09,342,153,495,0.309,0.447
12,a,low,k,inoc,new,high,heat,7,Jul/05/2025,15:30:18,348,91,439,0.207,0.261
12,b,low,k,inoc,old,high,heat,7,Jul/05/2025,15:30:27,203,393,596,0.659,1.935
13,a,low,k,uninoc,new,high,heat,7,Jul/05/2025,15:30:38,351,484,835,0.579,1.378
13,b,low,k,uninoc,old,high,heat,7,Jul/05/2025,15:30:46,298,399,697,0.572,1.338
14,a,low,k,inoc,new,high,heat,7,Jul/05/2025,15:30:56,572,182,754,0.241,0.318
14,b,low,k,inoc,old,high,heat,7,Jul/05/2025,15:31:05,276,199,475,0.418,0.721
15,a,low,k,uninoc,new,high,heat,7,Jul/05/2025,15:31:14,258,55,313,0.175,0.213
15,b,low,k,uninoc,old,high,heat,7,Jul/05/2025,15:31:23,137,105,242,0.433,0.766
16,a,high,i,inoc,new,high,heat,7,Jul/05/2025,15:31:35,310,418,728,0.574,1.348
16,b,high,i,inoc,old,high,heat,7,Jul/05/2025,15:31:47,333,921,1254,0.734,2.765
17,a,low,k,uninoc,new,high,heat,7,Jul/05/2025,15:31:56,368,10,378,0.026,0.027
17,b,low,k,uninoc,old,high,heat,7,Jul/05/2025,15:32:04,424,148,572,0.258,0.349
18,a,high,g,uninoc,new,high,heat,7,Jul/05/2025,15:32:13,204,136,340,0.4,0.666
18,b,high,g,uninoc,old,high,heat,7,Jul/05/2025,15:32:22,304,395,699,0.565,1.299
19,a,low,h,inoc,new,high,heat,7,Jul/05/2025,15:32:34,323,30,353,0.084,0.092
19,b,low,h,inoc,old,high,heat,7,Jul/05/2025,15:32:48,161,127,288,0.44,0.788
20,a,high,g,uninoc,old,mod,heat,7,Jul/05/2025,15:32:57,215,238,453,0.525,1.106
20,b,high,g,uninoc,old,mod,heat,7,Jul/05/2025,15:33:05,114,91,205,0.443,0.798
21,a,high,h,uninoc,old,mod,heat,7,Jul/05/2025,15:33:13,313,296,609,0.486,0.945
21,b,high,h,uninoc,old,mod,heat,7,Jul/05/2025,15:33:22,587,234,821,0.285,0.398
22,a,high,h,inoc,new,mod,heat,7,Jul/05/2025,15:33:31,411,74,485,0.152,0.18
22,b,high,h,inoc,old,mod,heat,7,Jul/05/2025,15:33:40,764,188,952,0.197,0.246
23,a,high,j,uninoc,new,mod,heat,7,Jul/05/2025,15:33:51,431,119,550,0.216,0.276
23,b,high,j,uninoc,old,mod,heat,7,Jul/05/2025,15:34:00,419,345,764,0.451,0.823
24,a,high,i,inoc,new,mod,heat,7,Jul/05/2025,15:34:11,746,154,900,0.171,0.206
24,b,high,i,inoc,new,mod,heat,7,Jul/05/2025,15:34:20,260,532,792,0.671,2.046
25,a,high,h,uninoc,new,mod,heat,7,Jul/05/2025,15:34:29,493,105,598,0.175,0.212
25,b,high,h,uninoc,old,mod,heat,7,Jul/05/2025,15:34:37,52,26,78,0.333,0.5
26,a,low,k,uninoc,new,mod,heat,7,Jul/05/2025,15:34:49,202,82,284,0.288,0.405
26,b,low,k,uninoc,old,mod,heat,7,Jul/05/2025,15:34:57,203,458,661,0.692,2.256
27,a,high,i,uninoc,new,mod,heat,7,Jul/05/2025,15:35:09,227,69,296,0.233,0.303
27,b,high,i,uninoc,old,mod,heat,7,Jul/05/2025,15:35:17,266,462,728,0.634,1.736
28,a,low,k,inoc,new,mod,heat,7,Jul/05/2025,15:35:26,261,96,357,0.268,0.367
28,b,low,k,inoc,old,mod,heat,7,Jul/05/2025,15:35:35,396,93,489,0.19,0.234
48,a,low,k,uninoc,new,control,heat,7,Jul/05/2025,15:35:43,658,0,658,0,0
48,b,low,k,uninoc,old,control,heat,7,Jul/05/2025,15:35:52,342,203,545,0.372,0.593
49,a,low,k,inoc,new,control,heat,7,Jul/05/2025,15:36:05,391,160,551,0.29,0.409
49,b,low,k,inoc,old,control,heat,7,Jul/05/2025,15:36:13,344,179,523,0.342,0.52
50,a,low,k,uninoc,new,control,heat,7,Jul/05/2025,15:36:26,375,36,411,0.087,0.096
50,b,low,k,uninoc,old,control,heat,7,Jul/05/2025,15:36:35,274,350,624,0.56,1.277
51,a,high,i,inoc,new,control,heat,7,Jul/05/2025,15:36:46,573,60,633,0.094,0.104
51,b,high,i,inoc,old,control,heat,7,Jul/05/2025,15:37:00,211,349,560,0.623,1.654
52,a,low,k,uninoc,old,control,heat,7,Jul/05/2025,15:37:10,438,289,727,0.397,0.659
52,b,low,k,uninoc,old,control,heat,7,Jul/05/2025,15:37:20,264,490,754,0.649,1.856
53,a,low,k,uninoc,new,control,heat,7,Jul/05/2025,15:37:31,459,325,784,0.414,0.708
53,b,low,k,uninoc,old,control,heat,7,Jul/05/2025,15:37:41,157,91,248,0.366,0.579
54,a,high,g,uninoc,new,control,heat,7,Jul/05/2025,15:37:50,375,125,500,0.25,0.333
54,b,high,g,uninoc,old,control,heat,7,Jul/05/2025,15:38:00,84,18,102,0.176,0.214
55,a,high,h,uninoc,new,control,heat,7,Jul/05/2025,15:38:13,637,0,637,0,0
55,b,high,h,uninoc,old,control,heat,7,Jul/05/2025,15:38:24,616,125,741,0.168,0.202
56,a,low,m,inoc,old,control,heat,7,Jul/05/2025,15:38:35,248,194,442,0.438,0.782
56,b,low,m,inoc,old,control,heat,7,Jul/05/2025,15:38:43,342,227,569,0.398,0.663
57,a,high,g,uninoc,old,control,heat,7,Jul/05/2025,15:38:52,497,169,666,0.253,0.34
57,b,high,g,uninoc,old,control,heat,7,Jul/05/2025,15:39:01,244,172,416,0.413,0.704
11,a,high,j,uninoc,new,high,heat,8,Jul/05/2025,16:33:15,389,349,738,0.472,0.897
11,b,high,j,uninoc,old,high,heat,8,Jul/05/2025,16:33:24,346,134,480,0.279,0.387
12,a,low,k,inoc,new,high,heat,8,Jul/05/2025,16:33:31,346,84,430,0.195,0.242
12,b,low,k,inoc,old,high,heat,8,Jul/05/2025,16:33:40,227,364,591,0.615,1.603
13,a,low,k,uninoc,new,high,heat,8,Jul/05/2025,16:33:48,350,484,834,0.58,1.382
13,b,low,k,uninoc,old,high,heat,8,Jul/05/2025,16:33:56,276,342,618,0.553,1.239
14,a,low,k,inoc,new,high,heat,8,Jul/05/2025,16:34:04,590,170,760,0.223,0.288
14,b,low,k,inoc,old,high,heat,8,Jul/05/2025,16:34:14,267,183,450,0.406,0.685
15,a,low,k,uninoc,new,high,heat,8,Jul/05/2025,16:34:24,310,53,363,0.146,0.17
15,b,low,k,uninoc,old,high,heat,8,Jul/05/2025,16:34:33,144,71,215,0.33,0.493
16,a,high,i,inoc,new,high,heat,8,Jul/05/2025,16:34:45,286,453,739,0.612,1.583
16,b,high,i,inoc,old,high,heat,8,Jul/05/2025,16:34:55,356,999,1355,0.737,2.806
17,a,low,k,uninoc,new,high,heat,8,Jul/05/2025,16:35:03,325,11,336,0.032,0.033
17,b,low,k,uninoc,old,high,heat,8,Jul/05/2025,16:35:12,425,151,576,0.262,0.355
18,a,high,g,uninoc,new,high,heat,8,Jul/05/2025,16:35:22,172,99,271,0.365,0.575
18,b,high,g,uninoc,old,high,heat,8,Jul/05/2025,16:35:30,269,386,655,0.589,1.434
19,a,low,h,inoc,new,high,heat,8,Jul/05/2025,16:35:40,323,31,354,0.087,0.095
19,b,low,h,inoc,old,high,heat,8,Jul/05/2025,16:35:51,103,142,245,0.579,1.378
20,a,high,g,uninoc,old,mod,heat,8,Jul/05/2025,16:36:04,271,214,485,0.441,0.789
20,b,high,g,uninoc,old,mod,heat,8,Jul/05/2025,16:36:14,168,100,268,0.373,0.595
21,a,high,h,uninoc,old,mod,heat,8,Jul/05/2025,16:36:32,557,276,833,0.331,0.495
21,b,high,h,uninoc,old,mod,heat,8,Jul/05/2025,16:36:41,263,384,647,0.593,1.46
22,a,high,h,inoc,new,mod,heat,8,Jul/05/2025,16:36:51,314,106,420,0.252,0.337
22,b,high,h,inoc,old,mod,heat,8,Jul/05/2025,16:37:00,626,241,867,0.277,0.384
23,a,high,j,uninoc,new,mod,heat,8,Jul/05/2025,16:37:10,477,203,680,0.298,0.425
23,b,high,j,uninoc,old,mod,heat,8,Jul/05/2025,16:37:18,442,319,761,0.419,0.721
24,a,high,i,inoc,new,mod,heat,8,Jul/05/2025,16:37:27,634,270,904,0.298,0.425
24,b,high,i,inoc,new,mod,heat,8,Jul/05/2025,16:37:37,278,652,930,0.701,2.345
25,a,high,h,uninoc,new,mod,heat,8,Jul/05/2025,16:37:47,468,148,616,0.24,0.316
25,b,high,h,uninoc,old,mod,heat,8,Jul/05/2025,16:37:57,80,142,222,0.639,1.775
26,a,low,k,uninoc,new,mod,heat,8,Jul/05/2025,16:38:07,158,107,265,0.403,0.677
26,b,low,k,uninoc,old,mod,heat,8,Jul/05/2025,16:38:19,210,477,687,0.694,2.271
27,a,high,i,uninoc,new,mod,heat,8,Jul/05/2025,16:38:36,223,97,320,0.303,0.434
27,b,high,i,uninoc,old,mod,heat,8,Jul/05/2025,16:38:46,255,487,742,0.656,1.909
28,a,low,k,inoc,new,mod,heat,8,Jul/05/2025,16:38:56,142,87,229,0.379,0.612
28,b,low,k,inoc,old,mod,heat,8,Jul/05/2025,16:39:04,301,155,456,0.339,0.514
48,a,low,k,uninoc,new,control,heat,8,Jul/05/2025,16:39:13,656,13,669,0.019,0.019
48,b,low,k,uninoc,old,control,heat,8,Jul/05/2025,16:39:21,191,171,362,0.472,0.895
49,a,low,k,inoc,new,control,heat,8,Jul/05/2025,16:39:31,373,180,553,0.325,0.482
49,b,low,k,inoc,old,control,heat,8,Jul/05/2025,16:39:40,244,268,512,0.523,1.098
50,a,low,k,uninoc,new,control,heat,8,Jul/05/2025,16:39:50,335,107,442,0.242,0.319
50,b,low,k,uninoc,old,control,heat,8,Jul/05/2025,16:39:59,253,363,616,0.589,1.434
51,a,high,i,inoc,new,control,heat,8,Jul/05/2025,16:40:10,455,179,634,0.282,0.393
51,b,high,i,inoc,old,control,heat,8,Jul/05/2025,16:40:17,235,544,779,0.698,2.314
52,a,low,k,uninoc,old,control,heat,8,Jul/05/2025,16:40:26,438,437,875,0.499,0.997
52,b,low,k,uninoc,old,control,heat,8,Jul/05/2025,16:40:35,229,611,840,0.727,2.668
53,a,low,k,uninoc,new,control,heat,8,Jul/05/2025,16:40:47,326,506,832,0.608,1.552
53,b,low,k,uninoc,old,control,heat,8,Jul/05/2025,16:41:26,80,18,98,0.183,0.225
54,a,high,g,uninoc,new,control,heat,8,Jul/05/2025,16:41:35,380,100,480,0.208,0.263
54,b,high,g,uninoc,old,control,heat,8,Jul/05/2025,16:41:46,54,0,54,0,0
55,a,high,h,uninoc,new,control,heat,8,Jul/05/2025,16:42:00,606,0,606,0,0
55,b,high,h,uninoc,old,control,heat,8,Jul/05/2025,16:42:13,563,180,743,0.242,0.319
56,a,low,m,inoc,old,control,heat,8,Jul/05/2025,16:42:26,226,328,554,0.592,1.451
56,b,low,m,inoc,old,control,heat,8,Jul/05/2025,16:42:35,253,354,607,0.583,1.399
57,a,high,g,uninoc,old,control,heat,8,Jul/05/2025,16:42:44,367,289,656,0.44,0.787
57,b,high,g,uninoc,old,control,heat,8,Jul/05/2025,16:42:55,190,240,430,0.558,1.263
11,a,high,j,uninoc,new,high,heat,rec1,Jul/06/2025,13:40:38,247,732,979,0.747,2.963
11,b,high,j,uninoc,old,high,heat,rec1,Jul/06/2025,13:40:45,158,465,623,0.746,2.943
12,a,low,k,inoc,new,high,heat,rec1,Jul/06/2025,13:40:53,295,119,414,0.287,0.403
12,b,low,k,inoc,old,high,heat,rec1,Jul/06/2025,13:41:02,196,472,668,0.706,2.408
13,a,low,k,uninoc,new,high,heat,rec1,Jul/06/2025,13:41:11,241,561,802,0.699,2.327
13,b,low,k,uninoc,old,high,heat,rec1,Jul/06/2025,13:41:21,233,376,609,0.617,1.613
14,a,low,k,inoc,new,high,heat,rec1,Jul/06/2025,13:41:31,190,41,231,0.177,0.215
14,b,low,k,inoc,old,high,heat,rec1,Jul/06/2025,13:42:08,121,236,357,0.661,1.95
15,a,low,k,uninoc,new,high,heat,rec1,Jul/06/2025,13:42:18,152,69,221,0.312,0.453
15,b,low,k,uninoc,old,high,heat,rec1,Jul/06/2025,13:42:34,205,704,909,0.774,3.434
16,a,high,i,inoc,new,high,heat,rec1,Jul/06/2025,13:42:47,210,403,613,0.657,1.919
16,b,high,i,inoc,old,high,heat,rec1,Jul/06/2025,13:42:57,309,980,1289,0.76,3.171
17,a,low,k,uninoc,new,high,heat,rec1,Jul/06/2025,13:43:06,104,178,282,0.631,1.711
17,b,low,k,uninoc,old,high,heat,rec1,Jul/06/2025,13:43:14,142,249,391,0.636,1.753
18,a,high,g,uninoc,new,high,heat,rec1,Jul/06/2025,13:43:22,166,346,512,0.675,2.084
18,b,high,g,uninoc,old,high,heat,rec1,Jul/06/2025,13:43:32,201,526,727,0.723,2.616
19,a,low,h,inoc,new,high,heat,rec1,Jul/06/2025,13:43:43,124,143,267,0.535,1.153
19,b,low,h,inoc,old,high,heat,rec1,Jul/06/2025,13:43:54,129,309,438,0.705,2.395
20,a,high,g,uninoc,old,mod,heat,rec1,Jul/06/2025,13:44:16,63,59,122,0.483,0.936
20,b,high,g,uninoc,old,mod,heat,rec1,Jul/06/2025,13:44:31,78,170,248,0.685,2.179
21,a,high,h,uninoc,old,mod,heat,rec1,Jul/06/2025,13:44:43,277,409,686,0.596,1.476
21,b,high,h,uninoc,old,mod,heat,rec1,Jul/06/2025,13:44:51,182,492,674,0.729,2.703
22,a,high,h,inoc,new,mod,heat,rec1,Jul/06/2025,13:45:03,259,230,489,0.47,0.888
22,b,high,h,inoc,old,mod,heat,rec1,Jul/06/2025,13:45:14,257,417,674,0.618,1.622
23,a,high,j,uninoc,new,mod,heat,rec1,Jul/06/2025,13:45:27,60,311,371,0.838,5.183
23,b,high,j,uninoc,old,mod,heat,rec1,Jul/06/2025,13:45:38,167,528,695,0.759,3.161
24,a,high,i,inoc,new,mod,heat,rec1,Jul/06/2025,13:45:54,263,388,651,0.596,1.475
24,b,high,i,inoc,new,mod,heat,rec1,Jul/06/2025,13:46:05,211,491,702,0.699,2.327
25,a,high,h,uninoc,new,mod,heat,rec1,Jul/06/2025,13:46:16,284,217,501,0.433,0.764
25,b,high,h,uninoc,old,mod,heat,rec1,Jul/06/2025,13:46:41,141,334,475,0.703,2.368
26,a,low,k,uninoc,new,mod,heat,rec1,Jul/06/2025,13:46:52,202,234,436,0.536,1.158
26,b,low,k,uninoc,old,mod,heat,rec1,Jul/06/2025,13:47:00,190,634,824,0.769,3.336
27,a,high,i,uninoc,new,mod,heat,rec1,Jul/06/2025,13:47:10,158,218,376,0.579,1.379
27,b,high,i,uninoc,old,mod,heat,rec1,Jul/06/2025,13:47:23,133,366,499,0.733,2.751
28,a,low,k,inoc,new,mod,heat,rec1,Jul/06/2025,13:47:33,233,180,413,0.435,0.772
28,b,low,k,inoc,old,mod,heat,rec1,Jul/06/2025,13:47:45,104,67,171,0.391,0.644
48,a,low,k,uninoc,new,control,heat,rec1,Jul/06/2025,13:48:03,54,33,87,0.379,0.611
48,b,low,k,uninoc,old,control,heat,rec1,Jul/06/2025,13:48:13,248,145,393,0.368,0.584
49,a,low,k,inoc,new,control,heat,rec1,Jul/06/2025,13:48:23,196,86,282,0.304,0.438
49,b,low,k,inoc,old,control,heat,rec1,Jul/06/2025,13:48:35,357,332,689,0.481,0.929
50,a,low,k,uninoc,new,control,heat,rec1,Jul/06/2025,13:48:50,300,277,577,0.48,0.923
50,b,low,k,uninoc,old,control,heat,rec1,Jul/06/2025,13:48:59,151,76,227,0.334,0.503
51,a,high,i,inoc,new,control,heat,rec1,Jul/06/2025,13:49:10,316,222,538,0.412,0.702
51,b,high,i,inoc,old,control,heat,rec1,Jul/06/2025,13:49:21,161,504,665,0.757,3.13
52,a,low,k,uninoc,old,control,heat,rec1,Jul/06/2025,13:49:35,90,129,219,0.589,1.433
52,b,low,k,uninoc,old,control,heat,rec1,Jul/06/2025,13:49:46,209,635,844,0.752,3.038
53,a,low,k,uninoc,new,control,heat,rec1,Jul/06/2025,13:49:56,274,279,553,0.504,1.018
53,b,low,k,uninoc,old,control,heat,rec1,Jul/06/2025,13:50:05,349,360,709,0.507,1.031
54,a,high,g,uninoc,new,control,heat,rec1,Jul/06/2025,13:50:15,253,107,360,0.297,0.422
54,b,high,g,uninoc,old,control,heat,rec1,Jul/06/2025,13:50:27,112,55,167,0.329,0.491
55,a,high,h,uninoc,new,control,heat,rec1,Jul/06/2025,13:50:37,148,73,221,0.33,0.493
55,b,high,h,uninoc,old,control,heat,rec1,Jul/06/2025,13:50:48,249,498,747,0.666,2
56,a,low,m,inoc,old,control,heat,rec1,Jul/06/2025,13:50:56,171,143,314,0.455,0.836
56,b,low,m,inoc,old,control,heat,rec1,Jul/06/2025,13:51:05,171,272,443,0.613,1.59
57,a,high,g,uninoc,old,control,heat,rec1,Jul/06/2025,13:51:14,142,36,178,0.202,0.253
57,b,high,g,uninoc,old,control,heat,rec1,Jul/06/2025,13:51:24,217,497,714,0.696,2.29
11,a,high,j,uninoc,new,high,heat,rec2,Jul/07/2025,13:11:45,240,855,1095,0.78,3.562
11,b,high,j,uninoc,old,high,heat,rec2,Jul/07/2025,13:11:52,204,563,767,0.734,2.759
12,a,low,k,inoc,new,high,heat,rec2,Jul/07/2025,13:12:01,260,214,474,0.451,0.823
12,b,low,k,inoc,old,high,heat,rec2,Jul/07/2025,13:12:11,208,632,840,0.752,3.038
13,a,low,k,uninoc,new,high,heat,rec2,Jul/07/2025,13:12:21,332,785,1117,0.702,2.364
13,b,low,k,uninoc,old,high,heat,rec2,Jul/07/2025,13:12:29,201,466,667,0.698,2.318
14,a,low,k,inoc,new,high,heat,rec2,Jul/07/2025,13:12:40,308,387,695,0.556,1.256
14,b,low,k,inoc,old,high,heat,rec2,Jul/07/2025,13:12:50,209,432,641,0.673,2.066
15,a,low,k,uninoc,new,high,heat,rec2,Jul/07/2025,13:12:59,183,230,413,0.556,1.256
15,b,low,k,uninoc,old,high,heat,rec2,Jul/07/2025,13:13:12,206,653,859,0.76,3.169
16,a,high,i,inoc,new,high,heat,rec2,Jul/07/2025,13:13:25,82,282,364,0.774,3.439
16,b,high,i,inoc,old,high,heat,rec2,Jul/07/2025,13:13:34,214,738,952,0.775,3.448
17,a,low,k,uninoc,new,high,heat,rec2,Jul/07/2025,13:13:43,312,577,889,0.649,1.849
17,b,low,k,uninoc,old,high,heat,rec2,Jul/07/2025,13:13:52,190,497,687,0.723,2.615
18,a,high,g,uninoc,new,high,heat,rec2,Jul/07/2025,13:14:02,254,654,908,0.72,2.574
18,b,high,g,uninoc,old,high,heat,rec2,Jul/07/2025,13:14:13,187,509,696,0.731,2.721
19,a,low,h,inoc,new,high,heat,rec2,Jul/07/2025,13:14:23,203,199,402,0.495,0.98
19,b,low,h,inoc,old,high,heat,rec2,Jul/07/2025,13:14:36,307,490,797,0.614,1.596
20,a,high,g,uninoc,old,mod,heat,rec2,Jul/07/2025,13:14:49,188,526,714,0.736,2.797
20,b,high,g,uninoc,old,mod,heat,rec2,Jul/07/2025,13:14:58,117,96,213,0.45,0.82
21,a,high,h,uninoc,old,mod,heat,rec2,Jul/07/2025,13:15:10,184,373,557,0.669,2.027
21,b,high,h,uninoc,old,mod,heat,rec2,Jul/07/2025,13:15:20,126,328,454,0.722,2.603
22,a,high,h,inoc,new,mod,heat,rec2,Jul/07/2025,13:15:29,121,179,300,0.596,1.479
22,b,high,h,inoc,old,mod,heat,rec2,Jul/07/2025,13:15:39,254,691,945,0.731,2.72
23,a,high,j,uninoc,new,mod,heat,rec2,Jul/07/2025,13:15:48,196,428,624,0.685,2.183
23,b,high,j,uninoc,old,mod,heat,rec2,Jul/07/2025,13:15:57,142,452,594,0.76,3.183
24,a,high,i,inoc,new,mod,heat,rec2,Jul/07/2025,13:16:06,256,594,850,0.698,2.32
24,b,high,i,inoc,new,mod,heat,rec2,Jul/07/2025,13:16:14,187,517,704,0.734,2.764
25,a,high,h,uninoc,new,mod,heat,rec2,Jul/07/2025,13:16:22,295,284,579,0.49,0.962
