Seedling_ID,Elev,Genotype,Micro,Needle_age,Measurement,Date,Time,Fo,Fv,Fm,Fv/Fm,Fv/Fo
6,high,h,uninoc,new,45,Jun/24/2025,12:35:16,487,454,941,0.482,0.932
6,high,h,uninoc,old,45,Jun/24/2025,12:35:25,514,531,1045,0.508,1.033
7,low,k,uninoc,new,45,Jun/24/2025,12:35:35,480,431,911,0.473,0.897
7,low,k,uninoc,old,45,Jun/24/2025,12:35:44,288,563,851,0.661,1.954
8,high,h,uninoc,new,45,Jun/24/2025,12:35:55,422,673,1095,0.614,1.594
8,high,h,uninoc,old,45,Jun/24/2025,12:36:04,362,725,1087,0.666,2.002
9,low,k,uninoc,new,45,Jun/24/2025,12:36:17,505,708,1213,0.583,1.401
9,low,k,uninoc,old,45,Jun/24/2025,12:36:27,57,35,92,0.38,0.614
10,high,h,inoc,new,45,Jun/24/2025,12:36:41,555,691,1246,0.554,1.245
10,high,h,inoc,new,45,Jun/24/2025,12:37:00,384,668,1052,0.634,1.739
11,high,j,uninoc,new,45,Jun/24/2025,12:37:14,347,495,842,0.587,1.426
11,high,j,uninoc,old,45,Jun/24/2025,12:37:23,452,799,1251,0.638,1.767
12,low,k,inoc,new,45,Jun/24/2025,12:37:32,370,87,457,0.19,0.235
12,low,k,inoc,old,45,Jun/24/2025,12:37:41,418,798,1216,0.656,1.909
13,low,k,uninoc,new,45,Jun/24/2025,12:37:51,475,447,922,0.484,0.941
13,low,k,uninoc,old,45,Jun/24/2025,12:38:00,198,361,559,0.645,1.823
14,low,k,inoc,new,45,Jun/24/2025,12:38:10,571,619,1190,0.52,1.084
14,low,k,inoc,old,45,Jun/24/2025,12:38:20,187,284,471,0.602,1.518
15,low,k,uninoc,new,45,Jun/24/2025,12:38:29,483,375,858,0.437,0.776
15,low,k,uninoc,old,45,Jun/24/2025,12:38:37,207,248,455,0.545,1.198
16,high,i,inoc,new,45,Jun/24/2025,12:38:51,388,838,1226,0.683,2.159
16,high,i,inoc,old,45,Jun/24/2025,12:39:04,322,541,863,0.626,1.68
17,low,k,uninoc,new,45,Jun/24/2025,12:39:16,582,469,1051,0.446,0.805
17,low,k,uninoc,old,45,Jun/24/2025,12:39:27,341,441,782,0.563,1.293
18,high,g,uninoc,new,45,Jun/24/2025,12:39:37,422,548,970,0.564,1.298
18,high,g,uninoc,old,45,Jun/24/2025,12:39:48,267,367,634,0.578,1.374
19,low,h,inoc,new,45,Jun/24/2025,12:39:59,466,452,918,0.492,0.969
19,low,h,inoc,old,45,Jun/24/2025,12:40:13,543,451,994,0.453,0.83
1,high,g,uninoc,old,50,Jun/24/2025,16:19:20,570,226,796,0.283,0.396
1,high,g,uninoc,old,50,Jun/24/2025,16:19:30,720,199,919,0.216,0.276
2,high,h,inoc,new,50,Jun/24/2025,16:20:02,1082,12,1094,0.01,0.011
2,high,h,inoc,new,50,Jun/24/2025,16:20:14,778,121,899,0.134,0.155
3,low,k,uninoc,old,50,Jun/24/2025,16:20:24,735,362,1097,0.329,0.492
3,low,k,uninoc,old,50,Jun/24/2025,16:20:32,753,329,1082,0.304,0.436
4,low,k,uninoc,new,50,Jun/24/2025,16:20:41,619,272,891,0.305,0.439
4,low,k,uninoc,old,50,Jun/24/2025,16:20:49,612,223,835,0.267,0.364
5,high,g,uninoc,new,50,Jun/24/2025,16:20:58,706,145,851,0.17,0.205
5,high,g,uninoc,old,50,Jun/24/2025,16:21:06,783,371,1154,0.321,0.473
6,high,h,uninoc,new,50,Jun/24/2025,16:21:15,722,74,796,0.092,0.102
6,high,h,uninoc,old,50,Jun/24/2025,16:21:27,743,167,910,0.183,0.224
7,low,k,uninoc,new,50,Jun/24/2025,16:21:41,588,171,759,0.225,0.29
7,low,k,uninoc,old,50,Jun/24/2025,16:21:55,437,385,822,0.468,0.881
8,high,h,uninoc,new,50,Jun/24/2025,16:22:16,486,535,1021,0.523,1.1
8,high,h,uninoc,old,50,Jun/24/2025,16:22:25,597,439,1036,0.423,0.735
9,low,k,uninoc,new,50,Jun/24/2025,16:22:40,566,481,1047,0.459,0.849
9,low,k,uninoc,old,50,Jun/24/2025,16:22:48,481,211,692,0.304,0.438
10,high,h,inoc,new,50,Jun/24/2025,16:23:07,609,165,774,0.213,0.27
10,high,h,inoc,new,50,Jun/24/2025,16:23:17,449,358,807,0.443,0.797
11,high,j,uninoc,new,50,Jun/24/2025,16:23:34,417,247,664,0.371,0.592
11,high,j,uninoc,old,50,Jun/24/2025,16:23:42,915,222,1137,0.195,0.242
12,low,k,inoc,new,50,Jun/24/2025,16:23:52,365,16,381,0.041,0.043
12,low,k,inoc,old,50,Jun/24/2025,16:24:01,506,649,1155,0.561,1.282
13,low,k,uninoc,new,50,Jun/24/2025,16:24:10,829,126,955,0.131,0.151
13,low,k,uninoc,old,50,Jun/24/2025,16:24:18,480,537,1017,0.528,1.118
14,low,k,inoc,new,50,Jun/24/2025,16:24:27,725,423,1148,0.368,0.583
14,low,k,inoc,old,50,Jun/24/2025,16:24:38,128,6,134,0.044,0.046
15,low,k,uninoc,new,50,Jun/24/2025,16:24:53,783,157,940,0.167,0.2
15,low,k,uninoc,old,50,Jun/24/2025,16:25:06,316,71,387,0.183,0.224
16,high,i,inoc,new,50,Jun/24/2025,16:26:05,471,757,1228,0.616,1.607
16,high,i,inoc,old,50,Jun/24/2025,16:26:17,517,276,793,0.348,0.533
17,low,k,uninoc,new,50,Jun/24/2025,16:26:29,798,250,1048,0.238,0.313
17,low,k,uninoc,old,50,Jun/24/2025,16:26:37,422,361,783,0.461,0.855
18,high,g,uninoc,new,50,Jun/24/2025,16:26:46,444,400,844,0.473,0.9
18,high,g,uninoc,old,50,Jun/24/2025,16:26:57,505,315,820,0.384,0.623
19,low,h,inoc,new,50,Jun/24/2025,16:27:07,654,175,829,0.211,0.267
19,low,h,inoc,old,50,Jun/24/2025,16:27:18,947,73,1020,0.071,0.077
20,high,g,uninoc,old,rec1,Jun/24/2025,14:58:44,161,593,754,0.786,3.683
20,high,g,uninoc,old,rec1,Jun/24/2025,14:58:53,162,515,677,0.76,3.179
21,high,h,uninoc,old,rec1,Jun/24/2025,14:59:03,210,539,749,0.719,2.566
21,high,h,uninoc,old,rec1,Jun/24/2025,14:59:12,240,721,961,0.75,3.004
22,high,h,inoc,new,rec1,Jun/24/2025,14:59:23,287,528,815,0.647,1.839
22,high,h,inoc,old,rec1,Jun/24/2025,14:59:34,295,651,946,0.688,2.206
23,high,j,uninoc,new,rec1,Jun/24/2025,14:59:48,165,515,680,0.757,3.121
23,high,j,uninoc,old,rec1,Jun/24/2025,14:59:57,194,480,674,0.712,2.474
24,high,i,inoc,new,rec1,Jun/24/2025,15:00:10,259,644,903,0.713,2.486
24,high,i,inoc,new,rec1,Jun/24/2025,15:00:21,213,721,934,0.771,3.384
25,high,h,uninoc,new,rec1,Jun/24/2025,15:00:36,239,319,558,0.571,1.334
25,high,h,uninoc,old,rec1,Jun/24/2025,15:00:47,190,659,849,0.776,3.468
26,low,k,uninoc,new,rec1,Jun/24/2025,15:01:00,299,87,386,0.225,0.29
26,low,k,uninoc,old,rec1,Jun/24/2025,15:01:13,292,531,823,0.645,1.818
27,high,i,uninoc,new,rec1,Jun/24/2025,15:01:25,312,760,1072,0.708,2.435
27,high,i,uninoc,old,rec1,Jun/24/2025,15:01:37,209,856,1065,0.803,4.095
28,low,k,inoc,new,rec1,Jun/24/2025,15:01:48,433,402,835,0.481,0.928
28,low,k,inoc,old,rec1,Jun/24/2025,15:01:59,313,606,919,0.659,1.936
29,low,k,uninoc,new,rec1,Jun/24/2025,15:02:11,256,430,686,0.626,1.679
29,low,k,uninoc,old,rec1,Jun/24/2025,15:02:20,240,813,1053,0.772,3.387
30,low,k,uninoc,new,rec1,Jun/24/2025,15:02:31,458,850,1308,0.649,1.855
30,low,k,uninoc,old,rec1,Jun/24/2025,15:02:42,257,937,1194,0.784,3.645
31,low,k,uninoc,new,rec1,Jun/24/2025,15:03:01,259,490,749,0.654,1.891
31,low,k,uninoc,old,rec1,Jun/24/2025,15:03:11,184,619,803,0.77,3.364
32,low,k,uninoc,new,rec1,Jun/24/2025,15:03:23,270,688,958,0.718,2.548
32,low,k,uninoc,old,rec1,Jun/24/2025,15:03:32,364,1138,1502,0.757,3.126
33,low,l,inoc,new,rec1,Jun/24/2025,15:03:43,202,184,386,0.476,0.91
33,low,l,inoc,old,rec1,Jun/24/2025,15:03:56,137,72,209,0.344,0.525
34,high,j,uninoc,old,rec1,Jun/24/2025,15:04:09,315,652,967,0.674,2.069
34,high,j,uninoc,old,rec1,Jun/24/2025,15:04:19,340,872,1212,0.719,2.564
35,low,k,uninoc,new,rec1,Jun/24/2025,15:04:28,291,810,1101,0.735,2.783
35,low,k,uninoc,old,rec1,Jun/24/2025,15:04:37,227,909,1136,0.8,4.004
36,high,g,uninoc,new,rec1,Jun/24/2025,15:04:50,186,428,614,0.697,2.301
36,high,g,uninoc,old,rec1,Jun/24/2025,15:05:00,178,535,713,0.75,3.005
37,low,k,uninoc,new,rec1,Jun/24/2025,15:05:13,386,237,623,0.38,0.613
37,low,k,uninoc,old,rec1,Jun/24/2025,15:05:39,139,197,336,0.586,1.417
1,high,g,uninoc,old,rec1,Jun/25/2025,16:19:36,253,269,522,0.515,1.063
1,high,g,uninoc,old,rec1,Jun/25/2025,16:19:46,127,133,260,0.511,1.047
2,high,h,inoc,new,rec1,Jun/25/2025,16:19:58,397,81,478,0.169,0.204
2,high,h,inoc,new,rec1,Jun/25/2025,16:20:09,276,428,704,0.607,1.55
3,low,k,uninoc,old,rec1,Jun/25/2025,16:20:27,294,338,632,0.534,1.149
3,low,k,uninoc,old,rec1,Jun/25/2025,16:20:37,225,358,583,0.614,1.591
4,low,k,uninoc,new,rec1,Jun/25/2025,16:20:50,157,118,275,0.429,0.751
4,low,k,uninoc,old,rec1,Jun/25/2025,16:21:00,246,300,546,0.549,1.219
5,high,g,uninoc,new,rec1,Jun/25/2025,16:21:18,186,508,694,0.731,2.731
5,high,g,uninoc,old,rec1,Jun/25/2025,16:21:32,182,465,647,0.718,2.554
6,high,h,uninoc,old,rec1,Jun/25/2025,16:21:44,183,730,913,0.799,3.989
6,high,h,uninoc,new,rec1,Jun/25/2025,16:21:58,397,287,684,0.419,0.722
7,low,k,uninoc,new,rec1,Jun/25/2025,16:22:40,333,386,719,0.536,1.159
7,low,k,uninoc,old,rec1,Jun/25/2025,16:22:49,223,274,497,0.551,1.228
8,high,h,uninoc,new,rec1,Jun/25/2025,16:22:59,317,598,915,0.653,1.886
8,high,h,uninoc,old,rec1,Jun/25/2025,16:23:09,278,627,905,0.692,2.255
9,low,k,uninoc,new,rec1,Jun/25/2025,16:23:22,338,386,724,0.533,1.142
9,low,k,uninoc,old,rec1,Jun/25/2025,16:23:32,290,357,647,0.551,1.231
10,high,h,inoc,new,rec1,Jun/25/2025,16:23:44,240,122,362,0.337,0.508
10,high,h,inoc,new,rec1,Jun/25/2025,16:23:56,74,113,187,0.604,1.527
11,high,j,uninoc,new,rec1,Jun/25/2025,16:24:10,157,270,427,0.632,1.719
11,high,j,uninoc,old,rec1,Jun/25/2025,16:24:21,249,582,831,0.7,2.337
12,low,k,inoc,new,rec1,Jun/25/2025,16:24:36,129,30,159,0.188,0.232
12,low,k,inoc,old,rec1,Jun/25/2025,16:25:01,90,240,330,0.727,2.666
13,low,k,uninoc,new,rec1,Jun/25/2025,16:25:15,203,115,318,0.361,0.566
13,low,k,uninoc,old,rec1,Jun/25/2025,16:25:28,215,409,624,0.655,1.902
14,low,k,inoc,new,rec1,Jun/25/2025,16:25:41,189,81,270,0.3,0.428
14,low,k,inoc,old,rec1,Jun/25/2025,16:25:56,273,599,872,0.686,2.194
15,low,k,uninoc,new,rec1,Jun/25/2025,16:26:07,308,444,752,0.59,1.441
15,low,k,uninoc,old,rec1,Jun/25/2025,16:26:16,182,506,688,0.735,2.78
16,high,i,inoc,new,rec1,Jun/25/2025,16:26:31,313,1112,1425,0.78,3.552
16,high,i,inoc,old,rec1,Jun/25/2025,16:26:43,98,526,624,0.842,5.367
17,low,k,uninoc,new,rec1,Jun/25/2025,16:26:55,193,108,301,0.358,0.559
17,low,k,uninoc,old,rec1,Jun/25/2025,16:27:05,122,81,203,0.399,0.663
18,high,g,uninoc,new,rec1,Jun/25/2025,16:27:19,160,155,315,0.492,0.968
18,high,g,uninoc,old,rec1,Jun/25/2025,16:27:40,235,619,854,0.724,2.634
19,low,h,inoc,new,rec1,Jun/25/2025,16:27:56,211,51,262,0.194,0.241
19,low,h,inoc,old,rec1,Jun/25/2025,16:28:10,254,443,697,0.635,1.744
20,high,g,uninoc,old,rec2,Jun/25/2025,16:28:25,117,381,498,0.765,3.256
20,high,g,uninoc,old,rec2,Jun/25/2025,16:28:41,162,331,493,0.671,2.043
21,high,h,uninoc,old,rec2,Jun/25/2025,16:28:54,148,453,601,0.753,3.06
21,high,h,uninoc,old,rec2,Jun/25/2025,16:29:09,182,628,810,0.775,3.45
22,high,h,inoc,new,rec2,Jun/25/2025,16:29:20,248,724,972,0.744,2.919
22,high,h,inoc,old,rec2,Jun/25/2025,16:29:33,177,645,822,0.784,3.644
23,high,j,uninoc,new,rec2,Jun/25/2025,16:29:45,150,444,594,0.747,2.96
23,high,j,uninoc,old,rec2,Jun/25/2025,16:29:56,169,724,893,0.81,4.284
24,high,i,inoc,new,rec2,Jun/25/2025,16:30:10,284,767,1051,0.729,2.7
24,high,i,inoc,new,rec2,Jun/25/2025,16:30:21,196,836,1032,0.81,4.265
25,high,h,uninoc,new,rec2,Jun/25/2025,16:30:32,246,493,739,0.667,2.004
25,high,h,uninoc,old,rec2,Jun/25/2025,16:30:43,160,344,504,0.682,2.15
26,low,k,uninoc,new,rec2,Jun/25/2025,16:30:56,144,58,202,0.287,0.402
26,low,k,uninoc,old,rec2,Jun/25/2025,16:31:10,263,464,727,0.638,1.764
27,high,i,uninoc,new,rec2,Jun/25/2025,16:31:24,154,433,587,0.737,2.811
27,high,i,uninoc,old,rec2,Jun/25/2025,16:31:42,221,913,1134,0.805,4.131
28,low,k,inoc,new,rec2,Jun/25/2025,16:31:55,154,475,629,0.755,3.084
28,low,k,inoc,old,rec2,Jun/25/2025,16:32:11,225,567,792,0.715,2.52
29,low,k,uninoc,new,rec2,Jun/25/2025,16:32:22,224,408,632,0.645,1.821
29,low,k,uninoc,old,rec2,Jun/25/2025,16:32:31,227,654,881,0.742,2.881
30,low,k,uninoc,new,rec2,Jun/25/2025,16:32:40,389,919,1308,0.702,2.362
30,low,k,uninoc,old,rec2,Jun/25/2025,16:32:51,223,604,827,0.73,2.708
31,low,k,uninoc,new,rec2,Jun/25/2025,16:33:06,178,259,437,0.592,1.455
31,low,k,uninoc,old,rec2,Jun/25/2025,16:33:17,124,307,431,0.712,2.475
32,low,k,uninoc,new,rec2,Jun/25/2025,16:33:30,259,757,1016,0.745,2.922
32,low,k,uninoc,old,rec2,Jun/25/2025,16:33:40,239,602,841,0.715,2.518
33,low,l,inoc,new,rec2,Jun/25/2025,16:33:51,125,66,191,0.345,0.528
33,low,l,inoc,old,rec2,Jun/25/2025,16:34:04,158,195,353,0.552,1.234
34,high,j,uninoc,old,rec2,Jun/25/2025,16:34:20,379,731,1110,0.658,1.928
34,high,j,uninoc,old,rec2,Jun/25/2025,16:34:30,227,516,743,0.694,2.273
35,low,k,uninoc,new,rec2,Jun/25/2025,16:34:46,335,878,1213,0.723,2.62
35,low,k,uninoc,old,rec2,Jun/25/2025,16:34:57,229,530,759,0.698,2.314
36,high,g,uninoc,new,rec2,Jun/25/2025,16:35:09,106,256,362,0.707,2.415
36,high,g,uninoc,old,rec2,Jun/25/2025,16:35:31,144,441,585,0.753,3.062
37,low,k,uninoc,new,rec2,Jun/25/2025,16:35:44,222,402,624,0.644,1.81
37,low,k,uninoc,old,rec2,Jun/25/2025,16:36:00,235,731,966,0.756,3.11
38,high,h,inoc,new,25,Jun/25/2025,16:36:11,168,450,618,0.728,2.678
38,high,h,inoc,old,25,Jun/25/2025,16:36:24,49,224,273,0.82,4.571
39,high,j,inoc,new,25,Jun/25/2025,16:36:35,152,459,611,0.751,3.019
39,high,j,inoc,old,25,Jun/25/2025,16:36:47,126,686,812,0.844,5.444
40,low,n,inoc,new,25,Jun/25/2025,16:36:58,259,766,1025,0.747,2.957
40,low,n,inoc,old,25,Jun/25/2025,16:37:08,351,836,1187,0.704,2.381
41,low,k,uninoc,new,25,Jun/25/2025,16:37:24,65,151,216,0.699,2.323
41,low,k,uninoc,old,25,Jun/25/2025,16:37:34,228,843,1071,0.787,3.697
42,high,g,uninoc,new,25,Jun/25/2025,16:37:48,313,829,1142,0.725,2.648
42,high,g,uninoc,old,25,Jun/25/2025,16:37:58,162,116,278,0.417,0.716
43,high,h,uninoc,old,25,Jun/25/2025,16:38:10,147,802,949,0.845,5.455
43,high,h,uninoc,old,25,Jun/25/2025,16:38:21,132,412,544,0.757,3.121
44,high,h,uninoc,old,25,Jun/25/2025,16:38:40,133,523,656,0.797,3.932
44,high,h,uninoc,old,25,Jun/25/2025,16:39:05,238,741,979,0.756,3.113
45,low,k,uninoc,new,25,Jun/25/2025,16:39:16,281,889,1170,0.759,3.163
45,low,k,uninoc,old,25,Jun/25/2025,16:39:26,71,241,312,0.772,3.394
46,low,k,uninoc,new,25,Jun/25/2025,16:39:41,174,592,766,0.772,3.402
46,low,k,uninoc,old,25,Jun/25/2025,16:39:53,148,672,820,0.819,4.54
47,high,j,uninoc,old,25,Jun/25/2025,16:40:09,158,432,590,0.732,2.734
47,high,j,uninoc,old,25,Jun/25/2025,16:40:24,151,724,875,0.827,4.794
48,low,k,uninoc,new,25,Jun/25/2025,16:40:36,244,472,716,0.659,1.934
48,low,k,uninoc,old,25,Jun/25/2025,16:40:47,212,725,937,0.773,3.419
49,low,k,inoc,new,25,Jun/25/2025,16:40:58,217,666,883,0.754,3.069
49,low,k,inoc,old,25,Jun/25/2025,16:41:08,181,668,849,0.786,3.69
50,low,k,uninoc,new,25,Jun/25/2025,16:41:32,41,80,121,0.661,1.951
50,low,k,uninoc,old,25,Jun/25/2025,16:41:46,125,185,310,0.596,1.48
51,high,i,inoc,new,25,Jun/25/2025,16:42:00,103,440,543,0.81,4.271
51,high,i,inoc,old,25,Jun/25/2025,16:42:14,106,430,536,0.802,4.056
52,low,k,uninoc,new,25,Jun/25/2025,16:42:27,144,396,540,0.733,2.75
52,low,k,uninoc,old,25,Jun/25/2025,16:42:38,199,750,949,0.79,3.768
53,low,k,uninoc,new,25,Jun/25/2025,16:42:49,281,555,836,0.663,1.975
53,low,k,uninoc,old,25,Jun/25/2025,16:42:58,117,597,714,0.836,5.102
55,high,g,uninoc,new,25,Jun/25/2025,16:43:36,203,712,915,0.778,3.507
55,high,g,uninoc,old,25,Jun/25/2025,16:43:47,199,1057,1256,0.841,5.311
56,high,h,uninoc,new,25,Jun/25/2025,16:43:58,128,548,676,0.81,4.281
56,high,h,uninoc,old,25,Jun/25/2025,16:44:06,122,646,768,0.841,5.295
57,low,m,inoc,old,25,Jun/25/2025,16:44:17,190,387,577,0.67,2.036
57,low,m,inoc,old,25,Jun/25/2025,16:44:29,113,330,443,0.744,2.92
1,high,g,uninoc,old,rec2,Jun/27/2025,13:19:02,354,450,804,0.559,1.271
1,high,g,uninoc,old,rec2,Jun/27/2025,13:19:11,231,485,716,0.677,2.099
2,high,h,inoc,new,rec2,Jun/27/2025,13:19:21,410,412,822,0.501,1.004
2,high,h,inoc,new,rec2,Jun/27/2025,13:19:29,268,743,1011,0.734,2.772
3,low,k,uninoc,old,rec2,Jun/27/2025,13:19:37,323,505,828,0.609,1.563
3,low,k,uninoc,old,rec2,Jun/27/2025,13:19:45,129,495,624,0.793,3.837
4,low,k,uninoc,new,rec2,Jun/27/2025,13:19:57,211,350,561,0.623,1.658
4,low,k,uninoc,old,rec2,Jun/27/2025,13:20:06,330,1069,1399,0.764,3.239
5,high,g,uninoc,new,rec2,Jun/27/2025,13:20:19,208,418,626,0.667,2.009
5,high,g,uninoc,old,rec2,Jun/27/2025,13:20:26,330,884,1214,0.728,2.678
6,high,h,uninoc,new,rec2,Jun/27/2025,13:20:36,332,502,834,0.601,1.512
6,high,h,uninoc,old,rec2,Jun/27/2025,13:20:44,297,622,919,0.676,2.094
7,low,k,uninoc,new,rec2,Jun/27/2025,13:20:56,418,684,1102,0.62,1.636
7,low,k,uninoc,old,rec2,Jun/27/2025,13:21:04,291,1054,1345,0.783,3.621
8,high,h,uninoc,new,rec2,Jun/27/2025,13:21:11,235,656,891,0.736,2.791
8,high,h,uninoc,old,rec2,Jun/27/2025,13:21:17,187,642,829,0.774,3.433
9,low,k,uninoc,new,rec2,Jun/27/2025,13:21:30,250,502,752,0.667,2.008
9,low,k,uninoc,old,rec2,Jun/27/2025,13:21:39,75,211,286,0.737,2.813
10,high,h,inoc,new,rec2,Jun/27/2025,13:21:50,310,455,765,0.594,1.467
10,high,h,inoc,new,rec2,Jun/27/2025,13:22:00,196,613,809,0.757,3.127
11,high,j,uninoc,new,rec2,Jun/27/2025,13:22:12,216,792,1008,0.785,3.666
11,high,j,uninoc,old,rec2,Jun/27/2025,13:22:20,144,462,606,0.762,3.208
12,low,k,inoc,new,rec2,Jun/27/2025,13:22:28,104,92,196,0.469,0.884
12,low,k,inoc,old,rec2,Jun/27/2025,13:22:36,108,309,417,0.741,2.861
13,low,k,uninoc,new,rec2,Jun/27/2025,13:22:49,185,265,450,0.588,1.432
13,low,k,uninoc,old,rec2,Jun/27/2025,13:22:58,210,399,609,0.655,1.9
14,low,k,inoc,new,rec2,Jun/27/2025,13:23:08,340,412,752,0.547,1.211
14,low,k,inoc,old,rec2,Jun/27/2025,13:23:20,108,474,582,0.814,4.388
15,low,k,uninoc,new,rec2,Jun/27/2025,13:23:30,203,330,533,0.619,1.625
15,low,k,uninoc,old,rec2,Jun/27/2025,13:23:38,140,494,634,0.779,3.528
16,high,i,inoc,new,rec2,Jun/27/2025,13:23:49,192,697,889,0.784,3.63
16,high,i,inoc,old,rec2,Jun/27/2025,13:24:01,150,406,556,0.73,2.706
17,low,k,uninoc,new,rec2,Jun/27/2025,13:24:11,224,419,643,0.651,1.87
17,low,k,uninoc,old,rec2,Jun/27/2025,13:24:24,153,642,795,0.807,4.196
18,high,g,uninoc,new,rec2,Jun/27/2025,13:24:32,92,302,394,0.766,3.282
18,high,g,uninoc,old,rec2,Jun/27/2025,13:24:41,238,808,1046,0.772,3.394
19,low,h,inoc,new,rec2,Jun/27/2025,13:24:52,346,328,674,0.486,0.947
19,low,h,inoc,old,rec2,Jun/27/2025,13:25:04,239,656,895,0.732,2.744
1,high,g,uninoc,old,rec7,Jun/30/2025,12:23:49,356,510,866,0.588,1.432
1,high,g,uninoc,old,rec7,Jun/30/2025,12:23:57,335,485,820,0.591,1.447
2,high,h,inoc,new,rec7,Jun/30/2025,12:24:09,491,866,1357,0.638,1.763
2,high,h,inoc,new,rec7,Jun/30/2025,12:24:19,256,781,1037,0.753,3.05
3,low,k,uninoc,old,rec7,Jun/30/2025,12:24:29,295,513,808,0.634,1.738
3,low,k,uninoc,old,rec7,Jun/30/2025,12:24:38,166,606,772,0.784,3.65
4,low,k,uninoc,new,rec7,Jun/30/2025,12:24:49,233,380,613,0.619,1.63
4,low,k,uninoc,old,rec7,Jun/30/2025,12:25:02,225,847,1072,0.79,3.764
5,high,g,uninoc,new,rec7,Jun/30/2025,12:25:13,335,849,1184,0.717,2.534
5,high,g,uninoc,old,rec7,Jun/30/2025,12:25:26,60,210,270,0.777,3.5
6,high,h,uninoc,new,rec7,Jun/30/2025,12:25:39,219,562,781,0.719,2.566
6,high,h,uninoc,old,rec7,Jun/30/2025,12:25:49,91,337,428,0.787,3.703
7,low,k,uninoc,new,rec7,Jun/30/2025,12:25:59,281,469,750,0.625,1.669
7,low,k,uninoc,old,rec7,Jun/30/2025,12:26:08,237,869,1106,0.785,3.666
8,high,h,uninoc,new,rec7,Jun/30/2025,12:26:19,201,606,807,0.75,3.014
8,high,h,uninoc,old,rec7,Jun/30/2025,12:26:29,243,916,1159,0.79,3.769
9,low,k,uninoc,new,rec7,Jun/30/2025,12:26:55,258,403,661,0.609,1.562
9,low,k,uninoc,old,rec7,Jun/30/2025,12:27:04,133,457,590,0.774,3.436
10,high,h,inoc,new,rec7,Jun/30/2025,12:27:15,150,394,544,0.724,2.626
10,high,h,inoc,new,rec7,Jun/30/2025,12:27:34,224,755,979,0.771,3.37
11,high,j,uninoc,new,rec7,Jun/30/2025,12:27:49,245,880,1125,0.782,3.591
11,high,j,uninoc,old,rec7,Jun/30/2025,12:28:05,199,787,986,0.798,3.954
12,low,k,inoc,new,rec7,Jun/30/2025,12:28:15,338,289,627,0.46,0.855
12,low,k,inoc,old,rec7,Jun/30/2025,12:28:25,194,545,739,0.737,2.809
13,low,k,uninoc,new,rec7,Jun/30/2025,12:28:43,150,304,454,0.669,2.026
13,low,k,uninoc,old,rec7,Jun/30/2025,12:28:53,249,549,798,0.687,2.204
14,low,k,inoc,new,rec7,Jun/30/2025,12:29:03,197,624,821,0.76,3.167
14,low,k,inoc,old,rec7,Jun/30/2025,12:29:14,216,534,750,0.712,2.472
15,low,k,uninoc,new,rec7,Jun/30/2025,12:29:23,251,439,690,0.636,1.749
15,low,k,uninoc,old,rec7,Jun/30/2025,12:29:33,132,461,593,0.777,3.492
16,high,i,inoc,new,rec7,Jun/30/2025,12:29:50,180,502,682,0.736,2.788
16,high,i,inoc,old,rec7,Jun/30/2025,12:30:03,274,1163,1437,0.809,4.244
17,low,k,uninoc,new,rec7,Jun/30/2025,12:30:13,63,108,171,0.631,1.714
17,low,k,uninoc,old,rec7,Jun/30/2025,12:30:24,101,331,432,0.766,3.277
18,high,g,uninoc,new,rec7,Jun/30/2025,12:30:35,164,554,718,0.771,3.378
18,high,g,uninoc,old,rec7,Jun/30/2025,12:30:50,218,945,1163,0.812,4.334
19,low,h,inoc,new,rec7,Jun/30/2025,12:31:04,274,236,510,0.462,0.861
19,low,h,inoc,old,rec7,Jun/30/2025,12:31:18,119,357,476,0.75,3
20,high,g,uninoc,old,rec7,Jun/30/2025,12:31:31,145,152,297,0.511,1.048
20,high,g,uninoc,old,rec7,Jun/30/2025,12:31:40,200,734,934,0.785,3.67
21,high,h,uninoc,old,rec7,Jun/30/2025,12:31:50,252,669,921,0.726,2.654
21,high,h,uninoc,old,rec7,Jun/30/2025,12:32:00,111,322,433,0.743,2.9
22,high,h,inoc,new,rec7,Jun/30/2025,12:32:09,202,592,794,0.745,2.93
22,high,h,inoc,old,rec7,Jun/30/2025,12:32:18,279,911,1190,0.765,3.265
23,high,j,uninoc,new,rec7,Jun/30/2025,12:32:29,175,620,795,0.779,3.542
23,high,j,uninoc,old,rec7,Jun/30/2025,12:32:40,170,636,806,0.789,3.741
24,high,i,inoc,new,rec7,Jun/30/2025,12:32:52,245,747,992,0.753,3.048
24,high,i,inoc,new,rec7,Jun/30/2025,12:33:01,136,426,562,0.758,3.132
25,high,h,uninoc,new,rec7,Jun/30/2025,12:33:11,306,364,670,0.543,1.189
25,high,h,uninoc,old,rec7,Jun/30/2025,12:33:20,237,461,698,0.66,1.945
26,low,k,uninoc,new,rec7,Jun/30/2025,12:33:30,330,636,966,0.658,1.927
26,low,k,uninoc,old,rec7,Jun/30/2025,12:33:38,199,232,431,0.538,1.165
27,high,i,uninoc,new,rec7,Jun/30/2025,12:33:49,150,336,486,0.691,2.24
27,high,i,uninoc,old,rec7,Jun/30/2025,12:34:00,244,893,1137,0.785,3.659
28,low,k,inoc,new,rec7,Jun/30/2025,12:34:08,177,438,615,0.712,2.474
